question,Intent_Number
"Hi Aubie, I am a graduate student and I looking for some information about OPT",243
"Hi Aubie, I am looking for alumni relations and develpment jobs at auburn",243
"Hi Buzz, I am Sharon and I am looking for employment. Can you help? ",243
Hi Buzz! When is the Fall 2017 All Majors Career Fair?,243
Hi careero,243
hi there,243
"Hi,",243
"Hi, I am new summer transfer student. When do I get access to careerBuzz?",243
Hi!,243
hi!,243
Hi! ,243
"Hi! I'm an employer that posted a part time job yesterday. I need to make an edit, but I don't see how to do that on the Career Buzz portal",243
Hi.,243
Hi. ,243
Hi. Can I use CareerBuzz if I am an alumni?,243
Hi. I can't sing in my career buzz. I've tried several times and it says my user name or/and password are wrong.  ,243
an interview thank you letter,244
bye,244
bye!,244
cool,244
Could you please give me examples of statement of research interests in the field of translating literature works? Thank you. :) ,244
Help me with sending a thank you note after an interview,244
help with a thank you to an interviewer,244
Hi I'm curious about what a career in emerging media would look like. I wondered if there was a section on this website with that career outcome? Thank you!,244
Hi there. I'm a doc student and I was asked to do a keynote super last minute. They need a professional headshot by the 28th. Are there any resources on campus where I can do this for a nominal fee? Thanks in advance!,244
Hi! How can I post job description to recruit students? Thank you!,244
How can I write a thank you email?,244
How do you determine what an appropriate starting salary is? It is ok to leave that blank or is it important to provide a value?,244
I am looking for a sample thank you letter,244
I am looking for intern to help with my website: i.e. SEO and google ads - this would be a long term position with pay thank you1,244
